athlete_id,session_id,room_id,sensor_geometry,speed_mps,speed_kmh,window_id,window_start_s,window_end_s,cadence_spm,contact_time_ms,flight_time_ms,asymmetry_pct,fatigue_score_1_10,dominant_doppler_proxy_hz,harmonic_energy_ratio,rf_snr_db,multipath_score,rf_signal_quality,vertical_force_peak_bw_proxy,lateral_force_peak_bw_proxy,braking_force_peak_bw_proxy,propulsive_force_peak_bw_proxy,vertical_loading_rate_bw_s,calf_load_contact_bw,calf_load_uplift_bw,quadriceps_load_contact_bw,hamstring_load_uplift_bw,muscle_load_index,power_wkg_proxy,global_risk_probability_14d,future_pain_or_modification_14d,simulated
ATH_WIFI_005,ATH_WIFI_005_S02_2.7mps,lab_A,front_back,2.7,9.72,9,9.0,10.0,185.86,306.23,52.43,3.375,5.22,1.0,0.30189,25.039,0.1522,0.8177,2.3055,0.0812,0.1726,0.2489,81.279,2.0017,2.1054,1.6234,1.3785,0.8886,2.913,0.7404,1,1
ATH_WIFI_005,ATH_WIFI_005_S02_2.7mps,lab_A,front_back,2.7,9.72,10,10.0,11.0,185.86,306.23,52.43,3.375,5.22,3.0,0.33023,23.025,0.1522,0.816,2.3055,0.0812,0.1726,0.2489,81.279,2.0017,2.1054,1.6234,1.3785,0.8886,2.913,0.7404,1,1
ATH_WIFI_005,ATH_WIFI_005_S02_2.7mps,lab_A,front_back,2.7,9.72,11,11.0,12.0,185.86,306.23,52.43,3.375,5.22,1.0,0.2603,22.398,0.1522,0.783,2.3055,0.0812,0.1726,0.2489,81.279,2.0017,2.1054,1.6234,1.3785,0.8886,2.913,0.7404,1,1
ATH_WIFI_005,ATH_WIFI_005_S02_2.7mps,lab_A,front_back,2.7,9.72,12,12.0,13.0,185.86,306.23,52.43,3.375,5.22,2.0,0.32753,26.949,0.1522,0.7819,2.3055,0.0812,0.1726,0.2489,81.279,2.0017,2.1054,1.6234,1.3785,0.8886,2.913,0.7404,1,1
ATH_WIFI_005,ATH_WIFI_005_S02_2.7mps,lab_A,front_back,2.7,9.72,13,13.0,14.0,185.86,306.23,52.43,3.375,5.22,2.0,0.25671,25.136,0.1522,0.78,2.3055,0.0812,0.1726,0.2489,81.279,2.0017,2.1054,1.6234,1.3785,0.8886,2.913,0.7404,1,1
ATH_WIFI_005,ATH_WIFI_005_S02_2.7mps,lab_A,front_back,2.7,9.72,14,14.0,15.0,185.86,306.23,52.43,3.375,5.22,2.0,0.3225,25.919,0.1522,0.842,2.3055,0.0812,0.1726,0.2489,81.279,2.0017,2.1054,1.6234,1.3785,0.8886,2.913,0.7404,1,1
ATH_WIFI_005,ATH_WIFI_005_S02_2.7mps,lab_A,front_back,2.7,9.72,15,15.0,16.0,185.86,306.23,52.43,3.375,5.22,2.0,0.29854,25.264,0.1522,0.7761,2.3055,0.0812,0.1726,0.2489,81.279,2.0017,2.1054,1.6234,1.3785,0.8886,2.913,0.7404,1,1
ATH_WIFI_005,ATH_WIFI_005_S02_2.7mps,lab_A,front_back,2.7,9.72,16,16.0,17.0,185.86,306.23,52.43,3.375,5.22,2.0,0.29181,27.006,0.1522,0.8052,2.3055,0.0812,0.1726,0.2489,81.279,2.0017,2.1054,1.6234,1.3785,0.8886,2.913,0.7404,1,1
ATH_WIFI_005,ATH_WIFI_005_S02_2.7mps,lab_A,front_back,2.7,9.72,17,17.0,18.0,185.86,306.23,52.43,3.375,5.22,2.0,0.32049,21.062,0.1522,0.7781,2.3055,0.0812,0.1726,0.2489,81.279,2.0017,2.1054,1.6234,1.3785,0.8886,2.913,0.7404,1,1
ATH_WIFI_005,ATH_WIFI_005_S02_3.0mps,lab_A,front_back,3.0,10.8,0,0.0,1.0,186.3,302.24,60.7,2.701,5.22,1.0,0.28343,24.389,0.1522,0.8201,2.1932,0.0708,0.1689,0.227,87.874,1.9456,2.2782,1.8874,1.4974,0.9511,3.372,0.762,1,1
ATH_WIFI_005,ATH_WIFI_005_S02_3.0mps,lab_A,front_back,3.0,10.8,1,1.0,2.0,186.3,302.24,60.7,2.701,5.22,3.0,0.32856,22.971,0.1522,0.8515,2.1932,0.0708,0.1689,0.227,87.874,1.9456,2.2782,1.8874,1.4974,0.9511,3.372,0.762,1,1
ATH_WIFI_005,ATH_WIFI_005_S02_3.0mps,lab_A,front_back,3.0,10.8,2,2.0,3.0,186.3,302.24,60.7,2.701,5.22,2.0,0.25304,22.078,0.1522,0.7883,2.1932,0.0708,0.1689,0.227,87.874,1.9456,2.2782,1.8874,1.4974,0.9511,3.372,0.762,1,1
ATH_WIFI_005,ATH_WIFI_005_S02_3.0mps,lab_A,front_back,3.0,10.8,3,3.0,4.0,186.3,302.24,60.7,2.701,5.22,2.0,0.32784,23.559,0.1522,0.8112,2.1932,0.0708,0.1689,0.227,87.874,1.9456,2.2782,1.8874,1.4974,0.9511,3.372,0.762,1,1
ATH_WIFI_005,ATH_WIFI_005_S02_3.0mps,lab_A,front_back,3.0,10.8,4,4.0,5.0,186.3,302.24,60.7,2.701,5.22,2.0,0.29411,20.904,0.1522,0.8654,2.1932,0.0708,0.1689,0.227,87.874,1.9456,2.2782,1.8874,1.4974,0.9511,3.372,0.762,1,1
ATH_WIFI_005,ATH_WIFI_005_S02_3.0mps,lab_A,front_back,3.0,10.8,5,5.0,6.0,186.3,302.24,60.7,2.701,5.22,2.0,0.30119,23.336,0.1522,0.8524,2.1932,0.0708,0.1689,0.227,87.874,1.9456,2.2782,1.8874,1.4974,0.9511,3.372,0.762,1,1
ATH_WIFI_005,ATH_WIFI_005_S02_3.0mps,lab_A,front_back,3.0,10.8,6,6.0,7.0,186.3,302.24,60.7,2.701,5.22,2.0,0.32138,27.148,0.1522,0.7658,2.1932,0.0708,0.1689,0.227,87.874,1.9456,2.2782,1.8874,1.4974,0.9511,3.372,0.762,1,1
ATH_WIFI_005,ATH_WIFI_005_S02_3.0mps,lab_A,front_back,3.0,10.8,7,7.0,8.0,186.3,302.24,60.7,2.701,5.22,1.0,0.27488,21.575,0.1522,0.8596,2.1932,0.0708,0.1689,0.227,87.874,1.9456,2.2782,1.8874,1.4974,0.9511,3.372,0.762,1,1
ATH_WIFI_005,ATH_WIFI_005_S02_3.0mps,lab_A,front_back,3.0,10.8,8,8.0,9.0,186.3,302.24,60.7,2.701,5.22,3.0,0.35458,28.998,0.1522,0.7846,2.1932,0.0708,0.1689,0.227,87.874,1.9456,2.2782,1.8874,1.4974,0.9511,3.372,0.762,1,1
ATH_WIFI_005,ATH_WIFI_005_S02_3.0mps,lab_A,front_back,3.0,10.8,9,9.0,10.0,186.3,302.24,60.7,2.701,5.22,1.0,0.30512,21.94,0.1522,0.8392,2.1932,0.0708,0.1689,0.227,87.874,1.9456,2.2782,1.8874,1.4974,0.9511,3.372,0.762,1,1
ATH_WIFI_005,ATH_WIFI_005_S02_3.0mps,lab_A,front_back,3.0,10.8,10,10.0,11.0,186.3,302.24,60.7,2.701,5.22,3.0,0.32886,16.735,0.1522,0.8055,2.1932,0.0708,0.1689,0.227,87.874,1.9456,2.2782,1.8874,1.4974,0.9511,3.372,0.762,1,1
ATH_WIFI_005,ATH_WIFI_005_S02_3.0mps,lab_A,front_back,3.0,10.8,11,11.0,12.0,186.3,302.24,60.7,2.701,5.22,2.0,0.253,26.878,0.1522,0.7763,2.1932,0.0708,0.1689,0.227,87.874,1.9456,2.2782,1.8874,1.4974,0.9511,3.372,0.762,1,1
ATH_WIFI_005,ATH_WIFI_005_S02_3.0mps,lab_A,front_back,3.0,10.8,12,12.0,13.0,186.3,302.24,60.7,2.701,5.22,2.0,0.32955,26.534,0.1522,0.8208,2.1932,0.0708,0.1689,0.227,87.874,1.9456,2.2782,1.8874,1.4974,0.9511,3.372,0.762,1,1
ATH_WIFI_005,ATH_WIFI_005_S02_3.0mps,lab_A,front_back,3.0,10.8,13,13.0,14.0,186.3,302.24,60.7,2.701,5.22,2.0,0.28252,22.428,0.1522,0.8304,2.1932,0.0708,0.1689,0.227,87.874,1.9456,2.2782,1.8874,1.4974,0.9511,3.372,0.762,1,1
ATH_WIFI_005,ATH_WIFI_005_S02_3.0mps,lab_A,front_back,3.0,10.8,14,14.0,15.0,186.3,302.24,60.7,2.701,5.22,2.0,0.31105,22.341,0.1522,0.8492,2.1932,0.0708,0.1689,0.227,87.874,1.9456,2.2782,1.8874,1.4974,0.9511,3.372,0.762,1,1
ATH_WIFI_005,ATH_WIFI_005_S02_3.0mps,lab_A,front_back,3.0,10.8,15,15.0,16.0,186.3,302.24,60.7,2.701,5.22,2.0,0.31634,26.913,0.1522,0.8589,2.1932,0.0708,0.1689,0.227,87.874,1.9456,2.2782,1.8874,1.4974,0.9511,3.372,0.762,1,1
ATH_WIFI_005,ATH_WIFI_005_S02_3.0mps,lab_A,front_back,3.0,10.8,16,16.0,17.0,186.3,302.24,60.7,2.701,5.22,2.0,0.27616,25.345,0.1522,0.8106,2.1932,0.0708,0.1689,0.227,87.874,1.9456,2.2782,1.8874,1.4974,0.9511,3.372,0.762,1,1
ATH_WIFI_005,ATH_WIFI_005_S02_3.0mps,lab_A,front_back,3.0,10.8,17,17.0,18.0,186.3,302.24,60.7,2.701,5.22,3.0,0.34029,18.579,0.1522,0.7693,2.1932,0.0708,0.1689,0.227,87.874,1.9456,2.2782,1.8874,1.4974,0.9511,3.372,0.762,1,1
ATH_WIFI_005,ATH_WIFI_005_S02_3.3mps,lab_A,front_back,3.3,11.88,0,0.0,1.0,191.16,295.82,70.9,3.672,5.22,1.0,0.27898,20.075,0.1522,0.789,2.3082,0.0883,0.219,0.2642,87.933,2.0828,2.2433,1.8749,1.4854,0.9608,3.534,0.7958,0,1
ATH_WIFI_005,ATH_WIFI_005_S02_3.3mps,lab_A,front_back,3.3,11.88,1,1.0,2.0,191.16,295.82,70.9,3.672,5.22,2.0,0.31576,19.41,0.1522,0.8595,2.3082,0.0883,0.219,0.2642,87.933,2.0828,2.2433,1.8749,1.4854,0.9608,3.534,0.7958,0,1
ATH_WIFI_005,ATH_WIFI_005_S02_3.3mps,lab_A,front_back,3.3,11.88,2,2.0,3.0,191.16,295.82,70.9,3.672,5.22,2.0,0.29398,25.392,0.1522,0.7602,2.3082,0.0883,0.219,0.2642,87.933,2.0828,2.2433,1.8749,1.4854,0.9608,3.534,0.7958,0,1
ATH_WIFI_005,ATH_WIFI_005_S02_3.3mps,lab_A,front_back,3.3,11.88,3,3.0,4.0,191.16,295.82,70.9,3.672,5.22,2.0,0.28985,29.19,0.1522,0.7852,2.3082,0.0883,0.219,0.2642,87.933,2.0828,2.2433,1.8749,1.4854,0.9608,3.534,0.7958,0,1
ATH_WIFI_005,ATH_WIFI_005_S02_3.3mps,lab_A,front_back,3.3,11.88,4,4.0,5.0,191.16,295.82,70.9,3.672,5.22,2.0,0.34813,20.532,0.1522,0.8847,2.3082,0.0883,0.219,0.2642,87.933,2.0828,2.2433,1.8749,1.4854,0.9608,3.534,0.7958,0,1
ATH_WIFI_005,ATH_WIFI_005_S02_3.3mps,lab_A,front_back,3.3,11.88,5,5.0,6.0,191.16,295.82,70.9,3.672,5.22,1.0,0.30529,22.858,0.1522,0.7709,2.3082,0.0883,0.219,0.2642,87.933,2.0828,2.2433,1.8749,1.4854,0.9608,3.534,0.7958,0,1
ATH_WIFI_005,ATH_WIFI_005_S02_3.3mps,lab_A,front_back,3.3,11.88,6,6.0,7.0,191.16,295.82,70.9,3.672,5.22,2.0,0.31113,27.013,0.1522,0.812,2.3082,0.0883,0.219,0.2642,87.933,2.0828,2.2433,1.8749,1.4854,0.9608,3.534,0.7958,0,1
ATH_WIFI_005,ATH_WIFI_005_S02_3.3mps,lab_A,front_back,3.3,11.88,7,7.0,8.0,191.16,295.82,70.9,3.672,5.22,2.0,0.28063,22.14,0.1522,0.7902,2.3082,0.0883,0.219,0.2642,87.933,2.0828,2.2433,1.8749,1.4854,0.9608,3.534,0.7958,0,1
ATH_WIFI_005,ATH_WIFI_005_S02_3.3mps,lab_A,front_back,3.3,11.88,8,8.0,9.0,191.16,295.82,70.9,3.672,5.22,2.0,0.30144,26.554,0.1522,0.8383,2.3082,0.0883,0.219,0.2642,87.933,2.0828,2.2433,1.8749,1.4854,0.9608,3.534,0.7958,0,1
ATH_WIFI_005,ATH_WIFI_005_S02_3.3mps,lab_A,front_back,3.3,11.88,9,9.0,10.0,191.16,295.82,70.9,3.672,5.22,2.0,0.33052,27.686,0.1522,0.8526,2.3082,0.0883,0.219,0.2642,87.933,2.0828,2.2433,1.8749,1.4854,0.9608,3.534,0.7958,0,1
ATH_WIFI_005,ATH_WIFI_005_S02_3.3mps,lab_A,front_back,3.3,11.88,10,10.0,11.0,191.16,295.82,70.9,3.672,5.22,1.0,0.32566,25.027,0.1522,0.751,2.3082,0.0883,0.219,0.2642,87.933,2.0828,2.2433,1.8749,1.4854,0.9608,3.534,0.7958,0,1
ATH_WIFI_005,ATH_WIFI_005_S02_3.3mps,lab_A,front_back,3.3,11.88,11,11.0,12.0,191.16,295.82,70.9,3.672,5.22,2.0,0.31319,26.574,0.1522,0.8161,2.3082,0.0883,0.219,0.2642,87.933,2.0828,2.2433,1.8749,1.4854,0.9608,3.534,0.7958,0,1
ATH_WIFI_005,ATH_WIFI_005_S02_3.3mps,lab_A,front_back,3.3,11.88,12,12.0,13.0,191.16,295.82,70.9,3.672,5.22,2.0,0.26602,21.841,0.1522,0.7999,2.3082,0.0883,0.219,0.2642,87.933,2.0828,2.2433,1.8749,1.4854,0.9608,3.534,0.7958,0,1
ATH_WIFI_005,ATH_WIFI_005_S02_3.3mps,lab_A,front_back,3.3,11.88,13,13.0,14.0,191.16,295.82,70.9,3.672,5.22,2.0,0.31131,25.973,0.1522,0.7849,2.3082,0.0883,0.219,0.2642,87.933,2.0828,2.2433,1.8749,1.4854,0.9608,3.534,0.7958,0,1
ATH_WIFI_005,ATH_WIFI_005_S02_3.3mps,lab_A,front_back,3.3,11.88,14,14.0,15.0,191.16,295.82,70.9,3.672,5.22,2.0,0.32037,21.392,0.1522,0.7939,2.3082,0.0883,0.219,0.2642,87.933,2.0828,2.2433,1.8749,1.4854,0.9608,3.534,0.7958,0,1
ATH_WIFI_005,ATH_WIFI_005_S02_3.3mps,lab_A,front_back,3.3,11.88,15,15.0,16.0,191.16,295.82,70.9,3.672,5.22,1.0,0.29377,23.997,0.1522,0.75,2.3082,0.0883,0.219,0.2642,87.933,2.0828,2.2433,1.8749,1.4854,0.9608,3.534,0.7958,0,1
ATH_WIFI_005,ATH_WIFI_005_S02_3.3mps,lab_A,front_back,3.3,11.88,16,16.0,17.0,191.16,295.82,70.9,3.672,5.22,2.0,0.3199,18.227,0.1522,0.8702,2.3082,0.0883,0.219,0.2642,87.933,2.0828,2.2433,1.8749,1.4854,0.9608,3.534,0.7958,0,1
ATH_WIFI_005,ATH_WIFI_005_S02_3.3mps,lab_A,front_back,3.3,11.88,17,17.0,18.0,191.16,295.82,70.9,3.672,5.22,2.0,0.25665,24.551,0.1522,0.86,2.3082,0.0883,0.219,0.2642,87.933,2.0828,2.2433,1.8749,1.4854,0.9608,3.534,0.7958,0,1
ATH_WIFI_005,ATH_WIFI_005_S02_3.7mps,lab_A,front_back,3.7,13.32,0,0.0,1.0,194.1,280.32,83.19,3.115,5.22,2.0,0.3033,24.623,0.1522,0.8127,2.4684,0.0887,0.2251,0.3361,96.681,2.0694,2.2383,1.8774,1.6138,0.9749,3.352,0.8891,0,1
ATH_WIFI_005,ATH_WIFI_005_S02_3.7mps,lab_A,front_back,3.7,13.32,1,1.0,2.0,194.1,280.32,83.19,3.115,5.22,2.0,0.33536,25.635,0.1522,0.7998,2.4684,0.0887,0.2251,0.3361,96.681,2.0694,2.2383,1.8774,1.6138,0.9749,3.352,0.8891,0,1
ATH_WIFI_005,ATH_WIFI_005_S02_3.7mps,lab_A,front_back,3.7,13.32,2,2.0,3.0,194.1,280.32,83.19,3.115,5.22,2.0,0.3335,18.685,0.1522,0.781,2.4684,0.0887,0.2251,0.3361,96.681,2.0694,2.2383,1.8774,1.6138,0.9749,3.352,0.8891,0,1
ATH_WIFI_005,ATH_WIFI_005_S02_3.7mps,lab_A,front_back,3.7,13.32,3,3.0,4.0,194.1,280.32,83.19,3.115,5.22,2.0,0.30836,22.798,0.1522,0.7653,2.4684,0.0887,0.2251,0.3361,96.681,2.0694,2.2383,1.8774,1.6138,0.9749,3.352,0.8891,0,1
ATH_WIFI_005,ATH_WIFI_005_S02_3.7mps,lab_A,front_back,3.7,13.32,4,4.0,5.0,194.1,280.32,83.19,3.115,5.22,2.0,0.33645,27.993,0.1522,0.806,2.4684,0.0887,0.2251,0.3361,96.681,2.0694,2.2383,1.8774,1.6138,0.9749,3.352,0.8891,0,1
ATH_WIFI_005,ATH_WIFI_005_S02_3.7mps,lab_A,front_back,3.7,13.32,5,5.0,6.0,194.1,280.32,83.19,3.115,5.22,2.0,0.29436,20.403,0.1522,0.7745,2.4684,0.0887,0.2251,0.3361,96.681,2.0694,2.2383,1.8774,1.6138,0.9749,3.352,0.8891,0,1
ATH_WIFI_005,ATH_WIFI_005_S02_3.7mps,lab_A,front_back,3.7,13.32,6,6.0,7.0,194.1,280.32,83.19,3.115,5.22,2.0,0.33482,25.103,0.1522,0.7553,2.4684,0.0887,0.2251,0.3361,96.681,2.0694,2.2383,1.8774,1.6138,0.9749,3.352,0.8891,0,1
ATH_WIFI_005,ATH_WIFI_005_S02_3.7mps,lab_A,front_back,3.7,13.32,7,7.0,8.0,194.1,280.32,83.19,3.115,5.22,2.0,0.35293,24.807,0.1522,0.7442,2.4684,0.0887,0.2251,0.3361,96.681,2.0694,2.2383,1.8774,1.6138,0.9749,3.352,0.8891,0,1
ATH_WIFI_005,ATH_WIFI_005_S02_3.7mps,lab_A,front_back,3.7,13.32,8,8.0,9.0,194.1,280.32,83.19,3.115,5.22,1.0,0.34891,20.935,0.1522,0.8121,2.4684,0.0887,0.2251,0.3361,96.681,2.0694,2.2383,1.8774,1.6138,0.9749,3.352,0.8891,0,1
ATH_WIFI_005,ATH_WIFI_005_S02_3.7mps,lab_A,front_back,3.7,13.32,9,9.0,10.0,194.1,280.32,83.19,3.115,5.22,2.0,0.32279,23.416,0.1522,0.7748,2.4684,0.0887,0.2251,0.3361,96.681,2.0694,2.2383,1.8774,1.6138,0.9749,3.352,0.8891,0,1
ATH_WIFI_005,ATH_WIFI_005_S02_3.7mps,lab_A,front_back,3.7,13.32,10,10.0,11.0,194.1,280.32,83.19,3.115,5.22,2.0,0.32337,25.248,0.1522,0.8228,2.4684,0.0887,0.2251,0.3361,96.681,2.0694,2.2383,1.8774,1.6138,0.9749,3.352,0.8891,0,1
ATH_WIFI_005,ATH_WIFI_005_S02_3.7mps,lab_A,front_back,3.7,13.32,11,11.0,12.0,194.1,280.32,83.19,3.115,5.22,2.0,0.31202,17.381,0.1522,0.8015,2.4684,0.0887,0.2251,0.3361,96.681,2.0694,2.2383,1.8774,1.6138,0.9749,3.352,0.8891,0,1
ATH_WIFI_005,ATH_WIFI_005_S02_3.7mps,lab_A,front_back,3.7,13.32,12,12.0,13.0,194.1,280.32,83.19,3.115,5.22,2.0,0.3482,24.732,0.1522,0.8493,2.4684,0.0887,0.2251,0.3361,96.681,2.0694,2.2383,1.8774,1.6138,0.9749,3.352,0.8891,0,1
ATH_WIFI_005,ATH_WIFI_005_S02_3.7mps,lab_A,front_back,3.7,13.32,13,13.0,14.0,194.1,280.32,83.19,3.115,5.22,2.0,0.29407,29.008,0.1522,0.7903,2.4684,0.0887,0.2251,0.3361,96.681,2.0694,2.2383,1.8774,1.6138,0.9749,3.352,0.8891,0,1
ATH_WIFI_005,ATH_WIFI_005_S02_3.7mps,lab_A,front_back,3.7,13.32,14,14.0,15.0,194.1,280.32,83.19,3.115,5.22,2.0,0.33838,24.578,0.1522,0.8617,2.4684,0.0887,0.2251,0.3361,96.681,2.0694,2.2383,1.8774,1.6138,0.9749,3.352,0.8891,0,1
ATH_WIFI_005,ATH_WIFI_005_S02_3.7mps,lab_A,front_back,3.7,13.32,15,15.0,16.0,194.1,280.32,83.19,3.115,5.22,2.0,0.33659,22.629,0.1522,0.7458,2.4684,0.0887,0.2251,0.3361,96.681,2.0694,2.2383,1.8774,1.6138,0.9749,3.352,0.8891,0,1
ATH_WIFI_005,ATH_WIFI_005_S02_3.7mps,lab_A,front_back,3.7,13.32,16,16.0,17.0,194.1,280.32,83.19,3.115,5.22,1.0,0.31761,20.475,0.1522,0.7236,2.4684,0.0887,0.2251,0.3361,96.681,2.0694,2.2383,1.8774,1.6138,0.9749,3.352,0.8891,0,1
ATH_WIFI_005,ATH_WIFI_005_S02_3.7mps,lab_A,front_back,3.7,13.32,17,17.0,18.0,194.1,280.32,83.19,3.115,5.22,2.0,0.33045,28.468,0.1522,0.8258,2.4684,0.0887,0.2251,0.3361,96.681,2.0694,2.2383,1.8774,1.6138,0.9749,3.352,0.8891,0,1
ATH_WIFI_006,ATH_WIFI_006_S01_2.7mps,lab_A,left_right,2.7,9.72,0,0.0,1.0,182.45,313.72,58.59,5.462,7.77,1.0,0.26024,27.333,0.1553,0.7621,2.3108,0.1242,0.1718,0.2052,95.999,2.053,2.1413,1.8364,1.3682,0.9249,3.222,0.9,0,1
ATH_WIFI_006,ATH_WIFI_006_S01_2.7mps,lab_A,left_right,2.7,9.72,1,1.0,2.0,182.45,313.72,58.59,5.462,7.77,1.0,0.32324,27.243,0.1553,0.7534,2.3108,0.1242,0.1718,0.2052,95.999,2.053,2.1413,1.8364,1.3682,0.9249,3.222,0.9,0,1
ATH_WIFI_006,ATH_WIFI_006_S01_2.7mps,lab_A,left_right,2.7,9.72,2,2.0,3.0,182.45,313.72,58.59,5.462,7.77,1.0,0.24271,23.568,0.1553,0.8323,2.3108,0.1242,0.1718,0.2052,95.999,2.053,2.1413,1.8364,1.3682,0.9249,3.222,0.9,0,1
ATH_WIFI_006,ATH_WIFI_006_S01_2.7mps,lab_A,left_right,2.7,9.72,3,3.0,4.0,182.45,313.72,58.59,5.462,7.77,3.0,0.32299,24.984,0.1553,0.7994,2.3108,0.1242,0.1718,0.2052,95.999,2.053,2.1413,1.8364,1.3682,0.9249,3.222,0.9,0,1
ATH_WIFI_006,ATH_WIFI_006_S01_2.7mps,lab_A,left_right,2.7,9.72,4,4.0,5.0,182.45,313.72,58.59,5.462,7.77,2.0,0.23103,27.565,0.1553,0.8562,2.3108,0.1242,0.1718,0.2052,95.999,2.053,2.1413,1.8364,1.3682,0.9249,3.222,0.9,0,1
ATH_WIFI_006,ATH_WIFI_006_S01_2.7mps,lab_A,left_right,2.7,9.72,5,5.0,6.0,182.45,313.72,58.59,5.462,7.77,3.0,0.32492,22.479,0.1553,0.805,2.3108,0.1242,0.1718,0.2052,95.999,2.053,2.1413,1.8364,1.3682,0.9249,3.222,0.9,0,1
ATH_WIFI_006,ATH_WIFI_006_S01_2.7mps,lab_A,left_right,2.7,9.72,6,6.0,7.0,182.45,313.72,58.59,5.462,7.77,2.0,0.23115,22.548,0.1553,0.8115,2.3108,0.1242,0.1718,0.2052,95.999,2.053,2.1413,1.8364,1.3682,0.9249,3.222,0.9,0,1
ATH_WIFI_006,ATH_WIFI_006_S01_2.7mps,lab_A,left_right,2.7,9.72,7,7.0,8.0,182.45,313.72,58.59,5.462,7.77,2.0,0.32482,23.13,0.1553,0.8065,2.3108,0.1242,0.1718,0.2052,95.999,2.053,2.1413,1.8364,1.3682,0.9249,3.222,0.9,0,1
ATH_WIFI_006,ATH_WIFI_006_S01_2.7mps,lab_A,left_right,2.7,9.72,8,8.0,9.0,182.45,313.72,58.59,5.462,7.77,2.0,0.24738,17.268,0.1553,0.8231,2.3108,0.1242,0.1718,0.2052,95.999,2.053,2.1413,1.8364,1.3682,0.9249,3.222,0.9,0,1
ATH_WIFI_006,ATH_WIFI_006_S01_2.7mps,lab_A,left_right,2.7,9.72,9,9.0,10.0,182.45,313.72,58.59,5.462,7.77,2.0,0.3203,21.788,0.1553,0.8107,2.3108,0.1242,0.1718,0.2052,95.999,2.053,2.1413,1.8364,1.3682,0.9249,3.222,0.9,0,1
ATH_WIFI_006,ATH_WIFI_006_S01_2.7mps,lab_A,left_right,2.7,9.72,10,10.0,11.0,182.45,313.72,58.59,5.462,7.77,2.0,0.26905,21.832,0.1553,0.8345,2.3108,0.1242,0.1718,0.2052,95.999,2.053,2.1413,1.8364,1.3682,0.9249,3.222,0.9,0,1
ATH_WIFI_006,ATH_WIFI_006_S01_2.7mps,lab_A,left_right,2.7,9.72,11,11.0,12.0,182.45,313.72,58.59,5.462,7.77,2.0,0.31007,20.67,0.1553,0.84,2.3108,0.1242,0.1718,0.2052,95.999,2.053,2.1413,1.8364,1.3682,0.9249,3.222,0.9,0,1
ATH_WIFI_006,ATH_WIFI_006_S01_2.7mps,lab_A,left_right,2.7,9.72,12,12.0,13.0,182.45,313.72,58.59,5.462,7.77,2.0,0.28764,25.062,0.1553,0.8107,2.3108,0.1242,0.1718,0.2052,95.999,2.053,2.1413,1.8364,1.3682,0.9249,3.222,0.9,0,1
ATH_WIFI_006,ATH_WIFI_006_S01_2.7mps,lab_A,left_right,2.7,9.72,13,13.0,14.0,182.45,313.72,58.59,5.462,7.77,2.0,0.2944,24.878,0.1553,0.7815,2.3108,0.1242,0.1718,0.2052,95.999,2.053,2.1413,1.8364,1.3682,0.9249,3.222,0.9,0,1
ATH_WIFI_006,ATH_WIFI_006_S01_2.7mps,lab_A,left_right,2.7,9.72,14,14.0,15.0,182.45,313.72,58.59,5.462,7.77,2.0,0.30104,24.298,0.1553,0.8098,2.3108,0.1242,0.1718,0.2052,95.999,2.053,2.1413,1.8364,1.3682,0.9249,3.222,0.9,0,1
ATH_WIFI_006,ATH_WIFI_006_S01_2.7mps,lab_A,left_right,2.7,9.72,15,15.0,16.0,182.45,313.72,58.59,5.462,7.77,2.0,0.27579,24.625,0.1553,0.8316,2.3108,0.1242,0.1718,0.2052,95.999,2.053,2.1413,1.8364,1.3682,0.9249,3.222,0.9,0,1
ATH_WIFI_006,ATH_WIFI_006_S01_2.7mps,lab_A,left_right,2.7,9.72,16,16.0,17.0,182.45,313.72,58.59,5.462,7.77,2.0,0.30993,29.548,0.1553,0.876,2.3108,0.1242,0.1718,0.2052,95.999,2.053,2.1413,1.8364,1.3682,0.9249,3.222,0.9,0,1
ATH_WIFI_006,ATH_WIFI_006_S01_2.7mps,lab_A,left_right,2.7,9.72,17,17.0,18.0,182.45,313.72,58.59,5.462,7.77,2.0,0.25963,20.655,0.1553,0.8671,2.3108,0.1242,0.1718,0.2052,95.999,2.053,2.1413,1.8364,1.3682,0.9249,3.222,0.9,0,1
ATH_WIFI_006,ATH_WIFI_006_S01_3.0mps,lab_A,left_right,3.0,10.8,0,0.0,1.0,184.78,310.31,56.28,6.344,7.77,1.0,0.25745,22.014,0.1553,0.811,2.3755,0.0928,0.1805,0.283,100.549,2.0631,2.257,1.8637,1.4226,0.9508,3.228,0.9,1,1
ATH_WIFI_006,ATH_WIFI_006_S01_3.0mps,lab_A,left_right,3.0,10.8,1,1.0,2.0,184.78,310.31,56.28,6.344,7.77,2.0,0.31464,28.937,0.1553,0.766,2.3755,0.0928,0.1805,0.283,100.549,2.0631,2.257,1.8637,1.4226,0.9508,3.228,0.9,1,1
ATH_WIFI_006,ATH_WIFI_006_S01_3.0mps,lab_A,left_right,3.0,10.8,2,2.0,3.0,184.78,310.31,56.28,6.344,7.77,2.0,0.23033,25.864,0.1553,0.8518,2.3755,0.0928,0.1805,0.283,100.549,2.0631,2.257,1.8637,1.4226,0.9508,3.228,0.9,1,1
